run_id,status,error,duration_ms,spike_threshold,position_size,stop_loss_points,max_hold_ticks,total_pnl,total_return,final_equity,trade_count,win_rate,avg_trade_pnl,max_drawdown,sharpe,fill_attempts,fill_rejections,partial_fill_count,requested_contracts,filled_contracts
run-0001,ok,,1270,2.000000,1,1.500000,50,-1206.600000,-0.120660,8793.400000,693,0.069264,-1.741126,0.120660,-0.004318,10152,8766,0,5714,1386
run-0002,ok,,1109,2.000000,1,1.500000,100,-1112.200000,-0.111220,8887.800000,691,0.076700,-1.609551,0.111590,-0.003530,10004,8622,0,5578,1382
run-0003,ok,,1264,2.000000,1,1.500000,150,-1070.600000,-0.107060,8929.400000,688,0.078488,-1.556105,0.107430,-0.003251,10087,8711,0,5675,1376
run-0004,ok,,964,2.000000,1,3.000000,50,-900.600000,-0.090060,9099.400000,518,0.189189,-1.738610,0.090630,-0.002036,13150,12114,0,9489,1036
run-0005,ok,,866,2.000000,1,3.000000,100,-835.200000,-0.083520,9164.800000,501,0.207585,-1.667066,0.086340,-0.001633,12118,11116,0,8549,1002
run-0006,ok,,958,2.000000,1,3.000000,150,-833.000000,-0.083300,9167.000000,495,0.212121,-1.682828,0.086120,-0.001497,12328,11338,0,8810,990
run-0007,ok,,1202,2.000000,1,4.500000,50,-757.800000,-0.075780,9242.200000,499,0.212425,-1.518637,0.080568,-0.001540,13030,12032,0,9539,998
run-0008,ok,,1245,2.000000,1,4.500000,100,-668.800000,-0.066880,9331.200000,479,0.235908,-1.396242,0.072015,-0.001171,11650,10692,0,8256,958
run-0009,ok,,1084,2.000000,1,4.500000,150,-658.200000,-0.065820,9341.800000,471,0.244161,-1.397452,0.072678,-0.001052,11724,10782,0,8413,942
run-0010,ok,,1280,2.000000,2,1.500000,50,-2126.200000,-0.212620,7873.800000,677,0.096012,-3.140620,0.212620,-0.003536,11360,9873,96,10919,2532
run-0011,ok,,975,2.000000,2,1.500000,100,-1924.000000,-0.192400,8076.000000,674,0.103858,-2.854599,0.192400,-0.002726,11325,9839,95,10645,2520
run-0012,ok,,1256,2.000000,2,1.500000,150,-1808.400000,-0.180840,8191.600000,670,0.105970,-2.699104,0.180840,-0.002389,11348,9869,95,10682,2504
run-0013,ok,,1353,2.000000,2,3.000000,50,-1826.000000,-0.182600,8174.000000,480,0.235417,-3.790000,0.182620,-0.001882,15257,14084,80,17540,1805
run-0014,ok,,1356,2.000000,2,3.000000,100,-1594.800000,-0.159480,8405.200000,459,0.259259,-3.459695,0.163740,-0.001311,14548,13414,74,15883,1723
run-0015,ok,,914,2.000000,2,3.000000,150,-1550.000000,-0.155000,8450.000000,452,0.267699,-3.414159,0.158520,-0.001108,14606,13485,74,16205,1695
run-0016,ok,,1243,2.000000,2,4.500000,50,-1428.400000,-0.142840,8571.600000,459,0.267974,-3.097168,0.144843,-0.001256,15008,13860,80,17020,1719
run-0017,ok,,1235,2.000000,2,4.500000,100,-1143.400000,-0.114340,8856.600000,433,0.304850,-2.624942,0.117364,-0.000738,13992,12893,75,14869,1619
run-0018,ok,,1267,2.000000,2,4.500000,150,-1037.400000,-0.103740,8962.600000,423,0.321513,-2.436407,0.110703,-0.000524,13813,12733,73,14894,1579
run-0019,ok,,1105,2.000000,4,1.500000,50,-3906.000000,-0.390600,6094.000000,675,0.100741,-5.786667,0.390600,-0.002477,12763,11166,247,21241,4490
run-0020,ok,,1263,2.000000,4,1.500000,100,-3359.800000,-0.335980,6640.200000,668,0.106287,-5.029641,0.335980,-0.001555,12719,11130,240,20568,4438
run-0021,ok,,1229,2.000000,4,1.500000,150,-3156.400000,-0.315640,6843.600000,662,0.110272,-4.767976,0.315640,-0.001226,12707,11126,239,20265,4394
run-0022,ok,,1308,2.000000,4,3.000000,50,-3084.000000,-0.308400,6916.000000,458,0.233624,-6.694323,0.311580,-0.001123,16660,15362,226,32478,3095
run-0023,ok,,1232,2.000000,4,3.000000,100,-2676.000000,-0.267600,7324.000000,433,0.251732,-6.138568,0.269426,-0.000510,16228,14959,216,28790,2925
run-0024,ok,,1515,2.000000,4,3.000000,150,-2496.800000,-0.249680,7503.200000,424,0.261792,-5.846226,0.252937,-0.000232,16169,14925,205,28897,2863
run-0025,ok,,1202,2.000000,4,4.500000,50,-2422.400000,-0.242240,7577.600000,438,0.271689,-5.489498,0.248044,-0.000621,16498,15213,226,31131,2939
run-0026,ok,,1413,2.000000,4,4.500000,100,-1735.600000,-0.173560,8264.400000,406,0.315271,-4.230542,0.176894,0.000072,15798,14555,208,27044,2731
run-0027,ok,,1275,2.000000,4,4.500000,150,-1722.800000,-0.172280,8277.200000,394,0.324873,-4.295431,0.183240,0.000229,15553,14346,194,26565,2638
run-0028,ok,,1246,2.500000,1,1.500000,50,-878.000000,-0.087800,9122.000000,440,0.065909,-1.995455,0.087800,-0.003850,6213,5333,0,3517,880
run-0029,ok,,1151,2.500000,1,1.500000,100,-803.600000,-0.080360,9196.400000,438,0.073059,-1.834703,0.080360,-0.003183,6169,5293,0,3483,876
run-0030,ok,,1268,2.500000,1,1.500000,150,-766.400000,-0.076640,9233.600000,437,0.075515,-1.753776,0.076640,-0.002926,6252,5378,0,3573,874
run-0031,ok,,1309,2.500000,1,3.000000,50,-964.000000,-0.096400,9036.000000,350,0.165714,-2.754286,0.100595,-0.002634,9321,8621,0,7018,700
run-0032,ok,,1250,2.500000,1,3.000000,100,-913.600000,-0.091360,9086.400000,338,0.180473,-2.702959,0.095326,-0.002148,8255,7579,0,6018,676
run-0033,ok,,1086,2.500000,1,3.000000,150,-911.600000,-0.091160,9088.400000,333,0.186186,-2.737538,0.095541,-0.001972,8481,7815,0,6276,666
run-0034,ok,,1233,2.500000,1,4.500000,50,-863.000000,-0.086300,9137.000000,340,0.182353,-2.538235,0.092493,-0.002212,9337,8657,0,7116,680
run-0035,ok,,1239,2.500000,1,4.500000,100,-789.200000,-0.078920,9210.800000,326,0.202454,-2.420859,0.084799,-0.001748,8036,7384,0,5880,652
run-0036,ok,,1158,2.500000,1,4.500000,150,-774.000000,-0.077400,9226.000000,320,0.212500,-2.418750,0.085179,-0.001564,8161,7521,0,6057,640
run-0037,ok,,1238,2.500000,2,1.500000,50,-1695.200000,-0.169520,8304.800000,433,0.078522,-3.915012,0.169520,-0.003658,6961,6018,57,6621,1632
run-0038,ok,,1506,2.500000,2,1.500000,100,-1529.400000,-0.152940,8470.600000,431,0.085847,-3.548492,0.152940,-0.002840,7098,6156,56,6660,1624
run-0039,ok,,1341,2.500000,2,1.500000,150,-1427.000000,-0.142700,8573.000000,430,0.088372,-3.318605,0.142700,-0.002479,7122,6181,56,6715,1620
run-0040,ok,,1249,2.500000,2,3.000000,50,-1891.400000,-0.189140,8108.600000,328,0.201220,-5.745732,0.189140,-0.002482,10857,10068,53,12967,1239
run-0041,ok,,1387,2.500000,2,3.000000,100,-1691.800000,-0.169180,8308.200000,314,0.222930,-5.366242,0.171401,-0.001786,10051,9285,49,11159,1183
run-0042,ok,,1167,2.500000,2,3.000000,150,-1665.800000,-0.166580,8334.200000,309,0.229773,-5.368932,0.169371,-0.001554,10237,9480,49,11602,1163
run-0043,ok,,1235,2.500000,2,4.500000,50,-1671.000000,-0.167100,8329.000000,317,0.220820,-5.249842,0.169591,-0.002043,10720,9944,55,12721,1195
run-0044,ok,,1060,2.500000,2,4.500000,100,-1403.200000,-0.140320,8596.800000,299,0.257525,-4.670234,0.145413,-0.001341,9735,8987,50,10669,1127
run-0045,ok,,1262,2.500000,2,4.500000,150,-1289.000000,-0.128900,8711.000000,291,0.278351,-4.406186,0.136396,-0.001052,9670,8938,49,10762,1095
run-0046,ok,,1158,2.500000,4,1.500000,50,-3233.000000,-0.323300,6767.000000,438,0.079909,-7.381279,0.323300,-0.002991,7754,6746,137,12906,2980
run-0047,ok,,1342,2.500000,4,1.500000,100,-2776.400000,-0.277640,7223.600000,436,0.087156,-6.367890,0.277640,-0.001963,7956,6946,135,12902,2964
run-0048,ok,,1216,2.500000,4,1.500000,150,-2609.600000,-0.260960,7390.400000,435,0.089655,-5.999080,0.260960,-0.001589,8010,6999,135,12795,2956
run-0049,ok,,1286,2.500000,4,3.000000,50,-3842.400000,-0.384240,6157.600000,322,0.189441,-11.877019,0.384240,-0.002009,11923,11035,148,24317,2229
run-0050,ok,,1345,2.500000,4,3.000000,100,-3394.800000,-0.339480,6605.200000,307,0.214984,-10.999349,0.339480,-0.001169,11446,10575,135,21192,2123
run-0051,ok,,884,2.500000,4,3.000000,150,-3201.400000,-0.320140,6798.600000,299,0.220736,-10.646823,0.320140,-0.000821,11586,10736,130,21552,2059
run-0052,ok,,1255,2.500000,4,4.500000,50,-3356.000000,-0.335600,6644.000000,309,0.226537,-10.802589,0.338497,-0.001520,12000,11116,156,23786,2125
run-0053,ok,,1099,2.500000,4,4.500000,100,-2742.400000,-0.274240,7257.600000,289,0.266436,-9.426990,0.276512,-0.000676,11062,10204,137,19896,1999
run-0054,ok,,871,2.500000,4,4.500000,150,-2543.600000,-0.254360,7456.400000,279,0.279570,-9.052330,0.263337,-0.000376,11054,10222,126,19608,1921
run-0055,ok,,1207,3.000000,1,1.500000,50,-678.200000,-0.067820,9321.800000,291,0.054983,-2.330584,0.067820,-0.003785,4071,3489,0,2283,582
run-0056,ok,,1243,3.000000,1,1.500000,100,-648.200000,-0.064820,9351.800000,291,0.058419,-2.227491,0.064820,-0.003278,4069,3487,0,2281,582
run-0057,ok,,1221,3.000000,1,1.500000,150,-613.200000,-0.061320,9386.800000,291,0.061856,-2.107216,0.061320,-0.002928,4161,3579,0,2373,582
run-0058,ok,,867,3.000000,1,3.000000,50,-690.800000,-0.069080,9309.200000,239,0.133891,-2.890377,0.069120,-0.002314,6716,6238,0,5116,478
run-0059,ok,,1002,3.000000,1,3.000000,100,-691.000000,-0.069100,9309.000000,230,0.143478,-3.004348,0.069140,-0.001921,6303,5843,0,4757,460
run-0060,ok,,1255,3.000000,1,3.000000,150,-678.400000,-0.067840,9321.600000,227,0.154185,-2.988546,0.067880,-0.001678,6301,5847,0,4768,454
run-0061,ok,,926,3.000000,1,4.500000,50,-608.800000,-0.060880,9391.200000,234,0.153846,-2.601709,0.061746,-0.001807,6658,6190,0,5099,468
run-0062,ok,,1236,3.000000,1,4.500000,100,-566.800000,-0.056680,9433.200000,224,0.169643,-2.530357,0.059017,-0.001362,6061,5613,0,4550,448
run-0063,ok,,1253,3.000000,1,4.500000,150,-519.000000,-0.051900,9481.000000,220,0.186364,-2.359091,0.055866,-0.001093,6055,5615,0,4581,440
run-0064,ok,,1093,3.000000,2,1.500000,50,-1314.000000,-0.131400,8686.000000,289,0.065744,-4.546713,0.131400,-0.003350,4436,3808,38,4249,1090
run-0065,ok,,1241,3.000000,2,1.500000,100,-1236.000000,-0.123600,8764.000000,289,0.069204,-4.276817,0.123700,-0.002740,4664,4035,37,4395,1090
run-0066,ok,,1242,3.000000,2,1.500000,150,-1138.000000,-0.113800,8862.000000,289,0.072664,-3.937716,0.113900,-0.002307,4747,4117,37,4504,1090
run-0067,ok,,1023,3.000000,2,3.000000,50,-1278.200000,-0.127820,8721.800000,226,0.185841,-5.625664,0.127820,-0.002027,7559,7015,34,9095,857
run-0068,ok,,1015,3.000000,2,3.000000,100,-1200.400000,-0.120040,8799.600000,217,0.202765,-5.500461,0.120040,-0.001467,7350,6821,32,8511,819
run-0069,ok,,1234,3.000000,2,3.000000,150,-1165.400000,-0.116540,8834.600000,214,0.210280,-5.414019,0.116540,-0.001196,7345,6821,31,8547,809
run-0070,ok,,1231,3.000000,2,4.500000,50,-1022.400000,-0.102240,8977.600000,220,0.209091,-4.616364,0.103423,-0.001358,7453,6915,36,8924,829
run-0071,ok,,897,3.000000,2,4.500000,100,-859.400000,-0.085940,9140.600000,209,0.239234,-4.079426,0.094365,-0.000779,7108,6587,32,8116,789
run-0072,ok,,956,3.000000,2,4.500000,150,-759.800000,-0.075980,9240.200000,205,0.253659,-3.673171,0.088249,-0.000519,6997,6481,32,8051,773
run-0073,ok,,1247,3.000000,4,1.500000,50,-2666.800000,-0.266680,7333.200000,291,0.072165,-9.164261,0.266680,-0.002931,5007,4333,94,8491,1998
run-0074,ok,,1220,3.000000,4,1.500000,100,-2377.800000,-0.237780,7622.200000,291,0.075601,-8.171134,0.239220,-0.002025,5293,4617,92,8789,1998
run-0075,ok,,1053,3.000000,4,1.500000,150,-2145.800000,-0.214580,7854.200000,291,0.079038,-7.373883,0.216020,-0.001541,5343,4664,92,8744,1998
run-0076,ok,,1231,3.000000,4,3.000000,50,-3123.600000,-0.312360,6876.400000,223,0.170404,-13.926457,0.312360,-0.002076,8425,7803,103,17146,1561
run-0077,ok,,1239,3.000000,4,3.000000,100,-2878.200000,-0.287820,7121.800000,212,0.193396,-13.491509,0.287820,-0.001284,8531,7925,94,16582,1477
run-0078,ok,,865,3.000000,4,3.000000,150,-2675.600000,-0.267560,7324.400000,208,0.201923,-12.776923,0.267560,-0.000860,8539,7941,90,16454,1451
run-0079,ok,,864,3.000000,4,4.500000,50,-2619.200000,-0.261920,7380.800000,217,0.221198,-11.987097,0.266132,-0.001345,8468,7843,108,16846,1497
run-0080,ok,,1243,3.000000,4,4.500000,100,-2077.600000,-0.207760,7922.400000,202,0.267327,-10.196040,0.217363,-0.000485,8327,7720,96,15763,1411
run-0081,ok,,1280,3.000000,4,4.500000,150,-2015.600000,-0.201560,7984.400000,199,0.276382,-10.038191,0.221761,-0.000235,8391,7791,90,15569,1381
run-0082,ok,,1090,3.500000,1,1.500000,50,-371.600000,-0.037160,9628.400000,188,0.042553,-1.976596,0.037160,-0.002326,2692,2316,0,1513,376
run-0083,ok,,1255,3.500000,1,1.500000,100,-341.600000,-0.034160,9658.400000,188,0.047872,-1.817021,0.034160,-0.001889,2666,2290,0,1487,376
run-0084,ok,,1228,3.500000,1,1.500000,150,-306.600000,-0.030660,9693.400000,188,0.053191,-1.630851,0.030660,-0.001578,2700,2324,0,1521,376
run-0085,ok,,865,3.500000,1,3.000000,50,-402.600000,-0.040260,9597.400000,163,0.134969,-2.469939,0.040300,-0.001529,3781,3455,0,2686,326
run-0086,ok,,892,3.500000,1,3.000000,100,-369.600000,-0.036960,9630.400000,158,0.139241,-2.339241,0.037660,-0.001086,3662,3346,0,2594,316
run-0087,ok,,1243,3.500000,1,3.000000,150,-321.000000,-0.032100,9679.000000,155,0.154839,-2.070968,0.033167,-0.000816,3769,3459,0,2710,310
run-0088,ok,,1238,3.500000,1,4.500000,50,-340.000000,-0.034000,9660.000000,160,0.156250,-2.125000,0.035629,-0.001161,3783,3463,0,2703,320
run-0089,ok,,1156,3.500000,1,4.500000,100,-266.800000,-0.026680,9733.200000,154,0.168831,-1.732468,0.031620,-0.000647,3571,3263,0,2520,308
run-0090,ok,,1182,3.500000,1,4.500000,150,-228.200000,-0.022820,9771.800000,151,0.185430,-1.511258,0.028192,-0.000457,3709,3407,0,2667,302
run-0091,ok,,1226,3.500000,2,1.500000,50,-742.000000,-0.074200,9258.000000,182,0.060440,-4.076923,0.074200,-0.002122,2898,2501,23,2759,690
run-0092,ok,,1220,3.500000,2,1.500000,100,-607.000000,-0.060700,9393.000000,182,0.071429,-3.335165,0.060700,-0.001458,2982,2584,22,2775,690
run-0093,ok,,1274,3.500000,2,1.500000,150,-546.000000,-0.054600,9454.000000,182,0.076923,-3.000000,0.054600,-0.001199,3008,2609,22,2802,690
run-0094,ok,,865,3.500000,2,3.000000,50,-667.800000,-0.066780,9332.200000,152,0.184211,-4.348684,0.066780,-0.001141,4249,3880,23,4753,573
run-0095,ok,,1257,3.500000,2,3.000000,100,-502.200000,-0.050220,9497.800000,148,0.202703,-3.347297,0.051920,-0.000531,4490,4126,22,4840,557
run-0096,ok,,1161,3.500000,2,3.000000,150,-413.000000,-0.041300,9587.000000,145,0.220690,-2.801379,0.042619,-0.000295,4556,4196,22,5013,545
run-0097,ok,,1239,3.500000,2,4.500000,50,-534.400000,-0.053440,9465.600000,149,0.214765,-3.540940,0.055382,-0.000757,4236,3867,26,4739,559
run-0098,ok,,1300,3.500000,2,4.500000,100,-295.600000,-0.029560,9704.400000,144,0.243056,-2.005556,0.039320,-0.000113,4358,3994,25,4695,541
run-0099,ok,,1248,3.500000,2,4.500000,150,-221.400000,-0.022140,9778.600000,141,0.262411,-1.521986,0.032645,0.000057,4367,4007,25,4839,529
run-0100,ok,,998,3.500000,4,1.500000,50,-1399.400000,-0.139940,8600.600000,183,0.065574,-7.646995,0.139940,-0.001701,3227,2797,66,5396,1254
run-0101,ok,,1225,3.500000,4,1.500000,100,-1053.400000,-0.105340,8946.600000,183,0.076503,-5.756284,0.106403,-0.000867,3512,3077,66,5658,1254
run-0102,ok,,904,3.500000,4,1.500000,150,-932.400000,-0.093240,9067.600000,183,0.081967,-5.095082,0.094318,-0.000636,3504,3067,66,5547,1254
run-0103,ok,,1261,3.500000,4,3.000000,50,-1668.400000,-0.166840,8331.600000,152,0.171053,-10.857895,0.166840,-0.001135,4790,4370,69,8961,1029
run-0104,ok,,1261,3.500000,4,3.000000,100,-1236.400000,-0.123640,8763.600000,146,0.198630,-8.345205,0.125840,-0.000313,5388,4970,65,9737,989
run-0105,ok,,1009,3.500000,4,3.000000,150,-1059.000000,-0.105900,8941.000000,143,0.216783,-7.279720,0.109610,-0.000052,5289,4877,62,9744,965
run-0106,ok,,1238,3.500000,4,4.500000,50,-1456.400000,-0.145640,8543.600000,149,0.228188,-9.653691,0.150347,-0.000770,4858,4430,73,9047,999
run-0107,ok,,856,3.500000,4,4.500000,100,-841.600000,-0.084160,9158.400000,141,0.283688,-5.841135,0.104725,0.000117,5337,4911,68,9584,961
run-0108,ok,,1127,3.500000,4,4.500000,150,-729.600000,-0.072960,9270.400000,138,0.297101,-5.156522,0.096603,0.000285,5221,4802,65,9456,931
